trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 0.9980019986673331}",35,0,-140.38858293158438,"{0: 20, 1: 4, 2: 10, 3: 0, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-110.16059171759804,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,0,-141.90331031429426,"{0: 10, 1: 6, 2: 8, 3: 0, 4: 1}",0
4,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-207.7787326985002,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
5,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-62.49890039241697,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
6,False,"{'a': 0.002, 'e': 0.9880717128619306}",20,0,-119.05802975842823,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.002, 'e': 0.986097544262862}",20,0,-119.30760570590331,"{0: 7, 1: 7, 2: 5, 3: 0, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9841273200552852}",20,0,-56.94937025206402,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
9,False,"{'a': 0.002, 'e': 0.9821610323583009}",25,0,-188.56258481765485,"{0: 9, 1: 5, 2: 7, 3: 3, 4: 1}",0
10,False,"{'a': 0.002, 'e': 0.9801986733067555}",20,0,-121.43410656523204,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9782402350512103}",30,0,-203.68406059222679,"{0: 12, 1: 2, 2: 13, 3: 2, 4: 1}",0
12,False,"{'a': 0.002, 'e': 0.9762857097579095}",25,0,-109.91952647317905,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9743350896087496}",30,0,-175.20593500362415,"{0: 15, 1: 5, 2: 6, 3: 3, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9723883668012472}",20,0,-79.04361316995768,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9704455335485085}",20,0,-108.87755285114588,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9685065820791979}",30,0,-214.00656464478666,"{0: 14, 1: 3, 2: 9, 3: 2, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.966571504637507}",25,0,-257.66546831154807,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 5}",0
18,False,"{'a': 0.002, 'e': 0.9646402934831233}",25,0,-229.49435643275638,"{0: 13, 1: 0, 2: 8, 3: 0, 4: 4}",0
19,False,"{'a': 0.002, 'e': 0.9627129408911999}",35,0,-144.06075509037476,"{0: 17, 1: 10, 2: 7, 3: 0, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9607894391523235}",25,0,-125.4730795499116,"{0: 17, 1: 4, 2: 0, 3: 2, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9588697805724848}",20,0,-106.81558545323874,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
22,False,"{'a': 0.002, 'e': 0.956953957473047}",35,0,-340.3930986995192,"{0: 16, 1: 3, 2: 8, 3: 3, 4: 5}",0
23,False,"{'a': 0.002, 'e': 0.955041962190715}",35,0,-358.61839007165116,"{0: 16, 1: 2, 2: 10, 3: 1, 4: 6}",0
24,False,"{'a': 0.002, 'e': 0.9531337870775052}",25,0,-196.54351365741385,"{0: 7, 1: 3, 2: 11, 3: 4, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.9512294245007145}",20,0,-215.8503013126722,"{0: 7, 1: 2, 2: 7, 3: 1, 4: 3}",0
26,False,"{'a': 0.002, 'e': 0.9493288668428901}",30,0,-116.87719905090691,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
27,False,"{'a': 0.002, 'e': 0.9474321065017988}",20,0,-148.21232074264762,"{0: 7, 1: 4, 2: 6, 3: 2, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9455391358903967}",20,0,-214.97290579137456,"{0: 9, 1: 1, 2: 4, 3: 3, 4: 3}",0
29,False,"{'a': 0.002, 'e': 0.943649947436799}",20,0,-39.87891778748273,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
30,False,"{'a': 0.002, 'e': 0.9417645335842492}",20,10,-50.48527113869521,"{0: 4, 1: 2, 2: 3, 3: 1, 4: 0}",1
31,False,"{'a': 0.002, 'e': 0.9398828867910894}",20,0,-114.41136910788497,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.93800499953073}",30,0,-96.02454733878977,"{0: 17, 1: 8, 2: 3, 3: 2, 4: 0}",0
33,False,"{'a': 0.002, 'e': 0.9361308642916194}",30,0,-92.28367572083255,"{0: 16, 1: 7, 2: 7, 3: 0, 4: 0}",0
34,False,"{'a': 0.002, 'e': 0.9342604735772141}",25,0,-264.18120126743867,"{0: 9, 1: 4, 2: 7, 3: 1, 4: 4}",0
35,False,"{'a': 0.002, 'e': 0.9323938199059488}",35,0,-185.22809518445283,"{0: 20, 1: 4, 2: 8, 3: 1, 4: 2}",0
36,False,"{'a': 0.002, 'e': 0.9305308958112063}",20,0,-113.85584151932791,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9286716938412878}",20,0,-114.19599604177056,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9268162065593828}",20,0,-179.758044493674,"{0: 6, 1: 2, 2: 9, 3: 2, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9249644265435398}",25,0,-93.81768043138874,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
40,False,"{'a': 0.002, 'e': 0.9231163463866363}",25,0,-224.3317822592904,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
41,False,"{'a': 0.002, 'e': 0.9212719586963491}",30,0,-294.70199280539623,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 5}",0
42,False,"{'a': 0.002, 'e': 0.9194312560951252}",20,0,-98.96802739152321,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9175942312201515}",30,12,-59.34217079064437,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
44,False,"{'a': 0.002, 'e': 0.9157608767233262}",30,0,-228.03500409412044,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
45,False,"{'a': 0.002, 'e': 0.9139311852712287}",20,0,-182.63350730458927,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
46,False,"{'a': 0.002, 'e': 0.9121051495450909}",20,0,-186.5950505355321,"{0: 7, 1: 5, 2: 3, 3: 3, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.9102827622407674}",20,0,-177.76077134776386,"{0: 5, 1: 1, 2: 12, 3: 1, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.9084640160687066}",25,0,-110.1547245804035,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9066489037539214}",35,0,-180.51962354802095,"{0: 17, 1: 7, 2: 8, 3: 2, 4: 1}",0
50,False,"{'a': 0.002, 'e': 0.9048374180359601}",25,0,-105.42185905032649,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9030295516688773}",30,0,-155.30522558201784,"{0: 12, 1: 5, 2: 12, 3: 1, 4: 0}",0
52,False,"{'a': 0.002, 'e': 0.9012252974212053}",25,0,-153.19945946673982,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
53,False,"{'a': 0.002, 'e': 0.8994246480759246}",20,0,-53.437090110951644,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
54,False,"{'a': 0.002, 'e': 0.8976275964304354}",25,0,-287.84727577477156,"{0: 8, 1: 3, 2: 6, 3: 5, 4: 3}",0
55,False,"{'a': 0.002, 'e': 0.8958341352965288}",30,0,-339.1476893122796,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 6}",0
56,False,"{'a': 0.002, 'e': 0.8940442575003578}",20,0,-192.58065016838094,"{0: 7, 1: 6, 2: 3, 3: 1, 4: 3}",0
57,False,"{'a': 0.002, 'e': 0.8922579558824089}",25,0,-117.66440986988923,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8904752232974732}",25,0,-108.13036186767275,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.8886960526146179}",25,0,-99.94170731376329,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
60,False,"{'a': 0.002, 'e': 0.886920436717158}",25,0,-147.62081446063544,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8851483685026276}",30,0,-218.26676798016786,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
62,False,"{'a': 0.002, 'e': 0.8833798408827513}",25,0,-117.13300915822848,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8816148467834165}",30,0,-146.71897337955306,"{0: 15, 1: 4, 2: 8, 3: 3, 4: 0}",0
64,False,"{'a': 0.002, 'e': 0.8798533791446443}",35,0,-191.68431034205952,"{0: 20, 1: 6, 2: 6, 3: 0, 4: 3}",0
65,False,"{'a': 0.002, 'e': 0.8780954309205619}",30,10,-148.34022499964976,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",1
66,False,"{'a': 0.002, 'e': 0.8763409950793738}",30,0,-147.687682941833,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
67,False,"{'a': 0.002, 'e': 0.8745900646033345}",25,0,-224.0728188344507,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
68,False,"{'a': 0.002, 'e': 0.8728426324887198}",25,0,-100.56255603142449,"{0: 12, 1: 6, 2: 6, 3: 1, 4: 0}",0
69,False,"{'a': 0.002, 'e': 0.8710986917457989}",25,0,-64.50408391146337,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.8693582353988064}",20,0,-146.67066932221556,"{0: 7, 1: 2, 2: 10, 3: 0, 4: 1}",0
71,False,"{'a': 0.002, 'e': 0.8676212564859146}",25,0,-328.555824169648,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 7}",0
72,False,"{'a': 0.002, 'e': 0.8658877480592055}",25,0,-163.27147353125352,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.8641577031846432}",30,0,-193.2524697986816,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.8624311149420459}",20,0,-117.11314540002165,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
75,False,"{'a': 0.002, 'e': 0.8607079764250584}",30,0,-226.82984886106752,"{0: 11, 1: 4, 2: 12, 3: 1, 4: 2}",0
76,False,"{'a': 0.002, 'e': 0.8589882807411241}",20,0,-98.6476818262062,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.857272021011458}",20,0,-80.05683596286106,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.8555591903710191}",25,0,-137.21451206346254,"{0: 13, 1: 7, 2: 2, 3: 1, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8538497819684824}",25,0,-81.80282103660097,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
80,False,"{'a': 0.002, 'e': 0.852143788966212}",25,0,-87.03065941842223,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.8504412045402336}",20,0,-151.2839661835252,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
82,False,"{'a': 0.002, 'e': 0.8487420218802074}",25,0,-221.2144690841119,"{0: 8, 1: 5, 2: 8, 3: 2, 4: 2}",0
83,False,"{'a': 0.002, 'e': 0.8470462341894004}",20,15,0.8108570039550069,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.002, 'e': 0.8453538346846595}",25,0,-163.87744390276205,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8436648165963845}",25,0,-135.0747539353747,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8419791731685007}",20,0,-81.07083983018134,"{0: 10, 1: 8, 2: 1, 3: 0, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8402968976584322}",25,0,-107.6872583715276,"{0: 9, 1: 10, 2: 5, 3: 1, 4: 0}",0
88,False,"{'a': 0.002, 'e': 0.8386179833370747}",25,0,-153.8123730490277,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
89,False,"{'a': 0.002, 'e': 0.8369424234887688}",20,0,-99.12668697629903,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.8352702114112728}",20,0,-134.56267080734534,"{0: 7, 1: 6, 2: 5, 3: 1, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.8336013404157361}",20,0,-109.29696011928407,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
92,False,"{'a': 0.002, 'e': 0.8319358038266725}",20,0,-78.60610090294963,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8302735949819335}",20,0,-66.41325402254567,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8286147072326815}",20,0,-82.00544861844418,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
95,False,"{'a': 0.002, 'e': 0.8269591339433632}",20,0,-124.80082386535493,"{0: 9, 1: 2, 2: 6, 3: 3, 4: 0}",0
96,False,"{'a': 0.002, 'e': 0.8253068684916832}",20,0,-80.55741677431513,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8236579042685777}",30,0,-88.80933641837699,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8220122346781874}",20,0,-231.0010179472153,"{0: 6, 1: 3, 2: 6, 3: 2, 4: 3}",0
99,False,"{'a': 0.002, 'e': 0.8203698531378318}",20,0,-121.26134347225096,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8187307530779827}",25,0,-190.76448531807225,"{0: 11, 1: 1, 2: 10, 3: 1, 4: 2}",0
101,False,"{'a': 0.002, 'e': 0.8170949279422375}",20,0,-76.16314381950411,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.8154623711872935}",20,0,-85.4265149762682,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
103,False,"{'a': 0.002, 'e': 0.8138330762829216}",35,0,-331.12205571166623,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 6}",0
104,False,"{'a': 0.002, 'e': 0.8122070367119398}",20,0,-98.88949238846403,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
105,False,"{'a': 0.002, 'e': 0.810584245970188}",20,0,-112.0684264694753,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
106,False,"{'a': 0.002, 'e': 0.8089646975665007}",20,0,-91.92671504572915,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
107,False,"{'a': 0.002, 'e': 0.8073483850226824}",25,0,-131.30859998379,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
108,False,"{'a': 0.002, 'e': 0.8057353018734805}",25,0,-142.90287830279553,"{0: 11, 1: 3, 2: 10, 3: 0, 4: 1}",0
109,False,"{'a': 0.002, 'e': 0.8041254416665605}",20,0,-130.57229901386373,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
110,False,"{'a': 0.002, 'e': 0.8025187979624794}",20,0,-73.15964930731577,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
111,False,"{'a': 0.002, 'e': 0.80091536433466}",25,0,-251.76648590073904,"{0: 11, 1: 3, 2: 6, 3: 1, 4: 4}",0
112,False,"{'a': 0.002, 'e': 0.799315134369366}",30,0,-96.22835470126562,"{0: 19, 1: 3, 2: 5, 3: 3, 4: 0}",0
113,False,"{'a': 0.002, 'e': 0.7977181016656751}",30,0,-170.76938634994397,"{0: 17, 1: 3, 2: 5, 3: 4, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.7961242598354545}",20,0,-106.04562756416517,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
115,False,"{'a': 0.002, 'e': 0.7945336025033348}",25,0,-154.32768054889885,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
116,False,"{'a': 0.002, 'e': 0.7929461233066845}",30,0,-36.01869743181017,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7913618158955846}",20,0,-116.85065135111826,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
118,False,"{'a': 0.002, 'e': 0.7897806739328035}",20,0,-113.5364729437842,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7882026910937712}",20,0,-182.80521006116655,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
120,False,"{'a': 0.002, 'e': 0.7866278610665541}",20,0,-80.47614313101131,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7850561775518302}",20,1,-103.7170697615237,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 1}",1
122,False,"{'a': 0.002, 'e': 0.7834876342628633}",20,0,-104.01597329908604,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.781922224925478}",30,0,-108.61571795068215,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
124,False,"{'a': 0.002, 'e': 0.780359943278035}",25,0,-193.36430195573539,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
125,False,"{'a': 0.002, 'e': 0.7788007830714057}",25,0,-159.59617161639147,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
126,False,"{'a': 0.002, 'e': 0.7772447380689469}",20,0,-94.17788230739838,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
127,False,"{'a': 0.002, 'e': 0.7756918020464768}",20,0,-163.59560762290727,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
128,False,"{'a': 0.002, 'e': 0.7741419687922492}",20,0,-101.19750727530948,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.7725952321069288}",35,0,-187.35963221290194,"{0: 20, 1: 3, 2: 8, 3: 2, 4: 2}",0
130,False,"{'a': 0.002, 'e': 0.771051585803567}",25,0,-196.2707680760403,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
131,False,"{'a': 0.002, 'e': 0.7695110237075765}",25,0,-48.65216788609296,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.7679735396567069}",25,0,-145.69775815556187,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
133,False,"{'a': 0.002, 'e': 0.7664391275010198}",25,8,-78.59600858326866,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 1}",1
134,False,"{'a': 0.002, 'e': 0.7649077811028647}",30,0,-94.60539900527309,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
135,False,"{'a': 0.002, 'e': 0.7633794943368539}",20,0,-78.86722735683895,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
136,False,"{'a': 0.002, 'e': 0.7618542610898383}",25,0,-81.03754913496064,"{0: 15, 1: 0, 2: 10, 3: 0, 4: 0}",0
137,False,"{'a': 0.002, 'e': 0.7603320752608829}",20,0,-10.419934606734884,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.7588129307612422}",25,0,-85.21011980632113,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
139,False,"{'a': 0.002, 'e': 0.7572968215143364}",25,0,-118.91934211884666,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
140,False,"{'a': 0.002, 'e': 0.7557837414557264}",20,0,-118.36072222465003,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.7542736845330898}",30,0,-187.06051302371458,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
142,False,"{'a': 0.002, 'e': 0.7527666447061971}",20,0,-130.06758947433335,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
143,False,"{'a': 0.002, 'e': 0.7512626159468869}",25,0,-236.89777943707753,"{0: 13, 1: 0, 2: 7, 3: 1, 4: 4}",0
144,False,"{'a': 0.002, 'e': 0.7497615922390423}",25,0,-130.61840200194223,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
145,False,"{'a': 0.002, 'e': 0.7482635675785662}",30,0,-53.69257600974237,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
146,False,"{'a': 0.002, 'e': 0.7467685359733581}",30,0,-70.79395480772033,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
147,False,"{'a': 0.002, 'e': 0.7452764914432897}",30,0,-88.91219899555364,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.7437874280201806}",30,0,-237.29475837507093,"{0: 14, 1: 4, 2: 8, 3: 0, 4: 4}",0
149,False,"{'a': 0.002, 'e': 0.7423013397477753}",25,7,-27.445336865334074,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.002, 'e': 0.7408182206817189}",30,0,-203.38939804755321,"{0: 19, 1: 4, 2: 2, 3: 1, 4: 4}",0
151,False,"{'a': 0.002, 'e': 0.7393380648895329}",30,0,-193.08272581150948,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
152,False,"{'a': 0.002, 'e': 0.7378608664505922}",20,0,-38.727617494810055,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
153,False,"{'a': 0.002, 'e': 0.7363866194561012}",25,0,-114.57434363451861,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7349153180090698}",20,0,-208.98808931733265,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
155,False,"{'a': 0.002, 'e': 0.7334469562242903}",20,0,-149.39949408291753,"{0: 7, 1: 2, 2: 9, 3: 1, 4: 1}",0
156,False,"{'a': 0.002, 'e': 0.7319815282283137}",25,0,-109.75485140218763,"{0: 13, 1: 8, 2: 2, 3: 1, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.730519028159426}",20,0,-42.956699920448486,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.729059450167625}",25,0,-50.506097758277264,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
159,False,"{'a': 0.002, 'e': 0.7276027884145967}",20,0,-57.646090863828086,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
160,False,"{'a': 0.002, 'e': 0.7261490370736922}",25,0,-120.7197219352398,"{0: 12, 1: 7, 2: 4, 3: 1, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7246981903299041}",20,0,-134.19975001538887,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
162,False,"{'a': 0.002, 'e': 0.7232502423798437}",30,0,-183.72389791697645,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
163,False,"{'a': 0.002, 'e': 0.7218051874317171}",30,0,-168.545058756739,"{0: 14, 1: 2, 2: 13, 3: 0, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7203630197053026}",30,4,-65.93535238447771,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
165,False,"{'a': 0.002, 'e': 0.7189237334319274}",35,0,-167.64722712826193,"{0: 20, 1: 2, 2: 10, 3: 2, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7174873228544445}",25,0,-163.16279161101284,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
167,False,"{'a': 0.002, 'e': 0.7160537822272097}",20,0,-98.31082721522824,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.002, 'e': 0.7146231058160586}",25,0,-27.78607922605442,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7131952878982836}",25,0,-48.96244486764205,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.711770322762611}",20,0,-79.73805374664069,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7103482047091785}",30,0,-178.57170337611598,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
172,False,"{'a': 0.002, 'e': 0.708928928049512}",20,0,-4.609462702857493,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.002, 'e': 0.7075124871065029}",25,13,-3.073517280108633,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.002, 'e': 0.7060988762143856}",35,0,-137.37989617515225,"{0: 22, 1: 3, 2: 7, 3: 2, 4: 1}",0
175,False,"{'a': 0.002, 'e': 0.7046880897187147}",20,0,-120.2372782073962,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.002, 'e': 0.7032801219763422}",25,0,-179.44595292935418,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
177,False,"{'a': 0.002, 'e': 0.7018749673553952}",30,0,-164.2612877198133,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
178,False,"{'a': 0.002, 'e': 0.7004726202352536}",25,0,-158.7256501622914,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
179,False,"{'a': 0.002, 'e': 0.6990730750065268}",20,0,-18.49839919036523,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
180,False,"{'a': 0.002, 'e': 0.6976763260710322}",20,0,-100.76331055661136,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",1
181,False,"{'a': 0.002, 'e': 0.6962823678417722}",30,0,-79.27057849995153,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.002, 'e': 0.6948911947429118}",25,7,-47.05180585199423,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
183,False,"{'a': 0.002, 'e': 0.6935028012097569}",20,0,-139.05889533652825,"{0: 10, 1: 4, 2: 1, 3: 4, 4: 1}",0
184,False,"{'a': 0.002, 'e': 0.6921171816887316}",20,0,-132.7277089029711,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
