trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
480,False,"{'a': 0.002, 'e': 0.3828928859751141}",20,0,-52.88682888627484,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
481,False,"{'a': 0.002, 'e': 0.3821278654786672}",30,17,-43.18687844836329,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
482,False,"{'a': 0.002, 'e': 0.3813643734941916}",20,1,-12.334277468959385,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.3806024069677185}",30,0,-50.92073178734378,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
484,False,"{'a': 0.002, 'e': 0.3798419628513808}",30,14,22.595989322628725,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.3790830381034009}",30,19,-4.379783811884953,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.37832562968807887}",20,0,-75.50327786222927,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
487,False,"{'a': 0.002, 'e': 0.37756973457578}",25,8,-15.55794042921733,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
488,False,"{'a': 0.002, 'e': 0.3768153497429229}",20,9,-41.21932525199711,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
489,False,"{'a': 0.002, 'e': 0.3760624721719672}",20,15,-32.76505654080372,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.002, 'e': 0.37531109885140157}",25,12,-72.83653556915604,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 1}",1
491,False,"{'a': 0.002, 'e': 0.3745612267757318}",20,10,-26.963215590466742,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.002, 'e': 0.3738128529454685}",20,0,-64.31236056217719,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
493,False,"{'a': 0.002, 'e': 0.3730659743671154}",30,18,8.888352379088326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.3723205880531572}",20,12,-19.6196929417439,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.37157669102204766}",30,14,-40.62865040059995,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.37083428029819765}",25,4,-75.52666249782335,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
497,False,"{'a': 0.002, 'e': 0.37009335291196327}",25,11,14.999267404282758,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.002, 'e': 0.369353905899634}",30,8,-3.9766463429138783,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.3686159363034208}",20,4,-55.20157709042421,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
500,False,"{'a': 0.002, 'e': 0.36787944117144433}",20,0,24.98100832815235,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.002, 'e': 0.36714441755772304}",30,0,-125.54788317429541,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
502,False,"{'a': 0.002, 'e': 0.3664108625221615}",20,0,-2.747448472422715,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
503,False,"{'a': 0.002, 'e': 0.3656787731305386}",20,0,8.454408326948922,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36494814645449575}",25,3,-5.773001723943535,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.002, 'e': 0.3642189795715253}",25,8,-78.47459288590694,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
506,False,"{'a': 0.002, 'e': 0.3634912695649588}",20,2,-12.457855901912986,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.36276501352395524}",25,0,-96.23022922624068,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
508,False,"{'a': 0.002, 'e': 0.36204020854348945}",25,0,-26.331725739523932,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
509,False,"{'a': 0.002, 'e': 0.3613168517243405}",20,7,18.041480189818948,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.002, 'e': 0.3605949401730803}",20,9,-21.61927350496838,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.35987447100206155}",25,13,-15.740496004581559,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
512,False,"{'a': 0.002, 'e': 0.35915544132940663}",20,1,-37.12635128313578,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.3584378482789959}",20,12,-10.66986566741505,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.002, 'e': 0.3577216889804562}",30,16,-33.49374465773282,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
515,False,"{'a': 0.002, 'e': 0.3570069605691494}",25,0,-41.684225402933286,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
516,False,"{'a': 0.002, 'e': 0.3562936601861609}",30,22,18.370950894227164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.002, 'e': 0.35558178497828813}",20,3,9.583072922398843,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.002, 'e': 0.3548713320980294}",35,13,20.10161343388804,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.35416229870357224}",20,0,-25.99809939131381,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
520,False,"{'a': 0.002, 'e': 0.3534546819587821}",25,8,-28.773466554185077,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.3527484790331911}",35,1,-73.53183525278408,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 2}",1
522,False,"{'a': 0.002, 'e': 0.3520436871019866}",20,0,-36.034617825485036,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
523,False,"{'a': 0.002, 'e': 0.35134030334599986}",30,18,22.30441628522328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.35063832495169495}",20,15,-3.178186384213792,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.3499377491111574}",35,0,-40.227656683897024,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",1
526,False,"{'a': 0.002, 'e': 0.34923857302208283}",20,0,-25.93680739058398,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
527,False,"{'a': 0.002, 'e': 0.34854079388776604}",25,2,-89.56203318724127,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 1}",1
528,False,"{'a': 0.002, 'e': 0.3478444089170895}",25,0,-136.2828590918289,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",1
529,False,"{'a': 0.002, 'e': 0.34714941532451243}",20,0,-71.1690550066996,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
530,False,"{'a': 0.002, 'e': 0.3464558103300595}",25,5,-35.72738534640818,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
531,False,"{'a': 0.002, 'e': 0.3457635911593099}",25,12,-47.91207447744622,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
532,False,"{'a': 0.002, 'e': 0.34507275504338586}",30,0,-33.76045773907695,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
533,False,"{'a': 0.002, 'e': 0.3443832992189421}",20,13,-5.0183427086026455,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.34369522092815447}",35,11,-28.24788349207065,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34300851741870875}",20,14,4.707423586303156,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.3423231859437901}",25,11,7.022274765368699,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.3416392237620716}",35,21,-43.58185831001139,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
538,False,"{'a': 0.002, 'e': 0.3409566281377037}",25,0,-14.154542392915326,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
539,False,"{'a': 0.002, 'e': 0.34027539634030296}",20,3,6.217458505731003,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3395955256449413}",25,16,12.409639101509207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.338917013332135}",25,14,7.558962404826755,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.33823985668783385}",30,11,-25.8620442018613,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
543,False,"{'a': 0.002, 'e': 0.33756405300341047}",20,0,-13.57784035870127,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
544,False,"{'a': 0.002, 'e': 0.33688959957564923}",20,0,-71.91856876269088,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
545,False,"{'a': 0.002, 'e': 0.33621649370673545}",20,15,2.6935019291920916,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.3355447327042448}",25,1,-50.80169697655636,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
547,False,"{'a': 0.002, 'e': 0.3348743138811323}",25,8,-14.35869039235172,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.3342052345557219}",30,17,-5.859490855538842,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.3335374920516953}",20,0,-8.430540329681545,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
550,False,"{'a': 0.002, 'e': 0.33287108369808166}",35,2,-160.81894822739108,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 4}",1
551,False,"{'a': 0.002, 'e': 0.3322060068292466}",25,13,17.584448849760832,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.3315422587848818}",20,0,-27.770535454095377,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
553,False,"{'a': 0.002, 'e': 0.33087983690999423}",20,0,7.755367378199939,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
554,False,"{'a': 0.002, 'e': 0.3302187385548955}",25,6,-29.652767963409868,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.3295589610751912}",20,8,-15.714152952215995,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32890050183177066}",20,13,17.72876883316516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.328243358190796}",25,6,26.02157733859831,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.3275875275236917}",20,11,-8.253342298719431,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3269330072071343}",20,0,-4.324642602388943,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
560,False,"{'a': 0.002, 'e': 0.32627979462304163}",30,8,24.172957709675412,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.3256278871585625}",20,0,-111.07333034312302,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
562,False,"{'a': 0.002, 'e': 0.3249772822060662}",25,0,-66.70063497526235,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
563,False,"{'a': 0.002, 'e': 0.324327977163132}",25,0,-108.65431737428028,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
564,False,"{'a': 0.002, 'e': 0.3236799694325389}",20,6,-82.41944312067977,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
565,False,"{'a': 0.002, 'e': 0.3230332564222551}",30,18,-6.1566445359253015,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3223878355454277}",25,7,-64.85116849767745,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
567,False,"{'a': 0.002, 'e': 0.32174370422037235}",20,0,-41.13228354317165,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
568,False,"{'a': 0.002, 'e': 0.32110085987056286}",20,8,-28.659001671846315,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.002, 'e': 0.32045929992462097}",20,11,-6.719144683839988,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.31981902181630606}",25,0,-24.09444897282464,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
571,False,"{'a': 0.002, 'e': 0.3191800229845049}",20,16,9.38493517529601,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31854230087322116}",20,2,-11.664106460049892,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
573,False,"{'a': 0.002, 'e': 0.3179058529315657}",25,2,-24.056567434620636,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3172706766137458}",20,0,-82.4647835398253,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
575,False,"{'a': 0.002, 'e': 0.3166367693790554}",20,2,-15.149889224591336,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31600412869186467}",25,18,-14.992939373916816,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.3153727520216101}",25,3,-57.327907338832055,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.3147426368427841}",20,8,-76.41586063620565,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
579,False,"{'a': 0.002, 'e': 0.3141137806349251}",25,12,6.4713307679163385,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.3134861808826075}",20,0,15.545311251207563,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
581,False,"{'a': 0.002, 'e': 0.31285983507543136}",20,8,-10.139193183462286,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3122347407080127}",20,9,-14.24208967893067,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.3116108952799732}",25,14,-45.08741169834143,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.3109882962959303}",20,0,-3.44612927068491,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
585,False,"{'a': 0.002, 'e': 0.3103669412654872}",20,10,-6.864356129090041,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.309746827703223}",30,0,26.776563428550837,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
587,False,"{'a': 0.002, 'e': 0.3091279531286826}",30,17,-8.270609346602164,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3085103150663669}",25,14,-34.0792922945511,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3078939110457228}",25,3,-60.905857224178206,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
590,False,"{'a': 0.002, 'e': 0.3072787386011334}",25,15,11.267733899870553,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30666479527190815}",20,16,9.42828761212872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.30605207860227285}",25,11,-57.0896820385246,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
593,False,"{'a': 0.002, 'e': 0.30544058614136005}",25,0,-53.89485591424643,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
594,False,"{'a': 0.002, 'e': 0.30483031544319905}",20,13,-0.6664488711684324,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30422126406670624}",25,0,-20.603070394934864,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
596,False,"{'a': 0.002, 'e': 0.30361342957567533}",20,2,-14.35354043215031,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
597,False,"{'a': 0.002, 'e': 0.3030068095387676}",35,20,17.052321493678978,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.30240140152950196}",35,21,-24.990631662561746,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3017972031262457}",20,0,-0.5708251001733027,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
600,False,"{'a': 0.002, 'e': 0.3011942119122043}",30,17,1.1516825986052512,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30059242547541215}",30,14,-33.338966030511465,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
602,False,"{'a': 0.002, 'e': 0.2999918414087227}",20,10,6.69265957586626,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.29939245730979885}",20,0,-19.66618941368994,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
604,False,"{'a': 0.002, 'e': 0.29879427078110343}",20,7,-110.90343007167512,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 2}",1
605,False,"{'a': 0.002, 'e': 0.29819727942988955}",20,2,-23.99774861955866,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.297601480868191}",25,7,-8.211269434699062,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.2970068727128127}",25,13,-10.376504971813976,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.002, 'e': 0.29641345258532126}",25,14,21.600978207065722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2958212181120354}",20,16,6.535043640436264,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2952301669240164}",20,0,-52.37074989065263,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
611,False,"{'a': 0.002, 'e': 0.2946402966570587}",30,6,-63.381913363982804,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
612,False,"{'a': 0.002, 'e': 0.29405160495168053}",25,15,7.748460767510343,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29346408945311425}",20,0,-5.940925284237655,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
614,False,"{'a': 0.002, 'e': 0.29287774781129705}",20,3,-21.358116061975565,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
615,False,"{'a': 0.002, 'e': 0.2922925776808616}",20,13,-9.907621636508022,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2917085767211266}",20,12,6.645145037816322,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2911257425960874}",20,6,6.611204391803367,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2905440729744068}",25,0,-48.736619727715336,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
619,False,"{'a': 0.002, 'e': 0.2899635655294055}",30,13,-11.113457518809174,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2893842179390529}",30,18,11.763221502799627,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2888060278859579}",25,17,8.594152251847415,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.2882289930573595}",25,11,-29.141267067070295,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
623,False,"{'a': 0.002, 'e': 0.28765311114511766}",25,9,-41.31981642652193,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
624,False,"{'a': 0.002, 'e': 0.28707837984570395}",25,14,-26.441687085327562,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.28650479686019237}",20,9,16.969522007499794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.28593235989425025}",20,0,20.144812075428593,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
627,False,"{'a': 0.002, 'e': 0.28536106665812894}",25,9,16.801943126545904,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28479091486665475}",20,0,-71.17374085738717,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
629,False,"{'a': 0.002, 'e': 0.2842219022392197}",35,19,-26.015211116781337,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.2836540264997726}",20,2,-26.346125823303517,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2830872853768097}",25,16,-31.575520597072686,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2825216766033658}",25,8,-6.564289644130033,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.28195719791700496}",20,1,-23.138575039956002,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.002, 'e': 0.28139384705981174}",25,6,-32.077391628712434,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
635,False,"{'a': 0.002, 'e': 0.28083162177838195}",20,14,-14.34191964554679,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.28027051982381374}",25,16,9.908381498527255,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.2797105389516985}",30,19,-8.55895073184164,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.279151676922112}",25,3,20.207344123656462,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27859393149960543}",35,13,-57.91624432215689,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
640,False,"{'a': 0.002, 'e': 0.2780373004531963}",30,1,-81.8260571598069,"{0: 23, 1: 1, 2: 1, 3: 3, 4: 1}",1
641,False,"{'a': 0.002, 'e': 0.2774817815563597}",30,20,18.22928623361512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2769273725870193}",30,7,28.851977263994392,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2763740713275385}",30,16,10.933187983234186,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.2758218755647115}",20,0,-84.5292097963394,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
645,False,"{'a': 0.002, 'e': 0.2752707830897545}",25,0,-29.57955152574707,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.2747207916982969}",25,9,-6.7589143789282975,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2741718991903724}",25,7,-8.651312999684801,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2736241033704102}",20,9,-7.32281667260414,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27307740204722636}",25,4,-63.40834359790793,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 1}",1
650,False,"{'a': 0.002, 'e': 0.27253179303401476}",30,19,7.5389250679806,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2719872741483387}",20,14,12.330200291884042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.27144384321212184}",20,16,6.725575659492321,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27090149805163977}",30,13,-5.030684545223159,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.2703602364975111}",20,9,-32.957631756310576,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
655,False,"{'a': 0.002, 'e': 0.2698200563846889}",25,15,19.5522873675801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2692809555524521}",35,27,6.860153862015164,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26874293184439646}",25,13,12.151104180625637,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.2682059831084265}",25,15,-21.969704966846006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
659,False,"{'a': 0.002, 'e': 0.26767010719674666}",20,0,-91.46661889249394,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
660,False,"{'a': 0.002, 'e': 0.26713530196585245}",20,3,1.2054072133859783,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.2666015652765223}",25,18,9.096095568670616,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2660688949938087}",25,1,12.568579409725206,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.2655372889870299}",25,13,11.5035389052782,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
